LOCATION_ID_BSA,LOCATION_NAME,Lat_GDA94,Long_GDA04,SURVEY_DATE,Time_HHMMSS,Depth_m,Data qualifier for Chlorophyll-a (ug/L),Chlorophyll-a (ug/L),Data qualifier for Secchi depth (metres),Secchi depth (metres),Data qualifier for Ammonia as N (mg/L),Ammonia as N (mg/L),Data qualifier for Nitrogen Oxides as N (mg/L),Nitrogen Oxides as N (mg/L),Data qualifier for Total Nitrogen as N (mg/L),Total Nitrogen as N (mg/L),Data qualifier for Organic Nitrogen as N (mg/L),Organic Nitrogen as N (mg/L),Data qualifier for Dissolved Oxygen concentration (mg/L),Dissolved Oxygen concentration (mg/L),Data qualifier for Dissolved Oxygen % saturation (%),Dissolved Oxygen % saturation (%),Data qualifier for pH (Unit),pH (Unit),Data qualifier for Filterable Reactive Phosphorus as P (mg/L),Filterable Reactive Phosphorus as P (mg/L),Data qualifier for Total Phosphorus as P (mg/L),Total Phosphorus as P (mg/L),Data qualifier for Salinity (PSU),Salinity (PSU),Data qualifier for Specific Conductance at 25 deg C (mS/cm),Specific Conductance at 25 deg C (mS/cm),Data qualifier for Temperature (deg C),Temperature (deg C),Data qualifier for Turbidity (NTU),Turbidity (NTU)
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/12/2012,131700,3,,,,,,,,,,,,,,5.6,,86.9,,7.73,,,,,,33.1,,50.5,,28.62,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/01/2013,81700,0.2,,2.7,,0.9,,0.015,,0.004,,0.23,,0.211,,4.9,,79.7,,7.61,<,0.002,,0.016,,38.1,,57.1,,29.27,,9.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/01/2013,81700,2,,,,,,,,,,,,,,4.9,,78.8,,7.61,,,,,,38.1,,57.1,,29.23,,10.5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/01/2013,81700,4,,,,,,,,,,,,,,4.8,,78,,7.61,,,,,,38.2,,57.2,,29.14,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/02/2013,81100,0.2,,9,,0.4,,0.1,,0.18,,0.81,,0.53,,5.1,,64,,7,,0.014,,0.057,,3.96,,7.2,,25.74,,27.1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/02/2013,81100,2,,,,,,,,,,,,,,4.7,,59.5,,6.98,,,,,,5.92,,10.5,,25.61,,20.1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/02/2013,81100,4,,,,,,,,,,,,,,4.1,,51.5,,7.02,,,,,,7.04,,12.3,,25.48,,19.5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/03/2013,153500,0.2,,1.7,,0.4,,0.052,,0.18,,0.87,,0.638,,6.4,,77.4,,7.13,,0.013,,0.054,,0.777,,1.52,,25.09,,40.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/03/2013,153500,2,,,,,,,,,,,,,,5.9,,71.7,,7.05,,,,,,1.08,,2.09,,24.92,,39.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/03/2013,153500,4,,,,,,,,,,,,,,5.6,,67.7,,6.98,,,,,,2.74,,5.1,,24.53,,34.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/04/2013,135200,0.2,,16.6,,0.65,,0.005,,0.073,,0.67,,0.592,,10.6,,132.8,,8.21,,0.011,,0.043,,5.63,,9.99,,25.24,,12.6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/04/2013,135200,2,,,,,,,,,,,,,,6.1,,76.9,,7.45,,,,,,10.2,,17.4,,23.81,,5.8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/04/2013,135200,4,,,,,,,,,,,,,,5.4,,69.3,,7.45,,,,,,14.8,,24.4,,23.87,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/05/2013,81800,0.2,,2.1,,1.1,,0.038,,0.13,,0.44,,0.272,,6.8,,83.3,,7.65,,0.008,,0.016,,18.4,,29.8,,19.66,,3.8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/05/2013,81800,2,,,,,,,,,,,,,,6.8,,82.7,,7.66,,,,,,18.9,,30.4,,19.71,,4.8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/05/2013,81800,4,,,,,,,,,,,,,,6.7,,82.5,,7.66,,,,,,19.1,,30.7,,19.74,,6.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/06/2013,122000,0.2,,2.7,,1.45,,0.006,<,0.002,,0.24,,0.232,,8.1,,95.3,,7.69,,0.003,,0.012,,22.9,,36.3,,16.57,,4.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/06/2013,122000,2,,,,,,,,,,,,,,8.1,,95,,7.69,,,,,,23,,36.3,,16.54,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/06/2013,122000,4,,,,,,,,,,,,,,8,,94.1,,7.68,,,,,,23.2,,36.6,,16.51,,5.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/06/2013,122000,5,,,,,,,,,,,,,,8,,93.9,,7.68,,,,,,23.2,,36.6,,16.51,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/07/2013,113100,0.2,,4.1,,0.8,,0.021,,0.062,,0.31,,0.227,,6.7,,83.8,,7.76,,0.004,,0.013,,23.9,,37.6,,19.31,,12.1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/07/2013,113100,2,,,,,,,,,,,,,,6.7,,83,,7.75,,,,,,24,,37.8,,19.17,,16.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/07/2013,113100,4,,,,,,,,,,,,,,6.6,,82.3,,7.75,,,,,,24.3,,38.2,,19.08,,19.5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/07/2013,113100,5,,,,,,,,,,,,,,6.6,,81.7,,7.75,,,,,,24.4,,38.3,,19.05,,19.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/08/2013,105200,0.2,,2.9,,0.9,,0.005,<,0.002,,0.21,,0.203,,6.7,,85.2,,7.66,<,0.002,,0.012,,28.5,,44.1,,19.02,,10.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/08/2013,105200,2,,,,,,,,,,,,,,6.6,,84.6,,7.67,,,,,,28.6,,44.3,,18.85,,13.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/08/2013,105200,4,,,,,,,,,,,,,,6.6,,84.1,,7.69,,,,,,29.1,,44.9,,18.62,,19.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/09/2013,91200,0.2,,4.3,,1.25,<,0.002,<,0.002,,0.17,,0.166,,5.8,,84.9,,7.77,<,0.002,,0.014,,34.2,,52,,24.39,,7.9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/09/2013,91200,2,,,,,,,,,,,,,,5.8,,84.5,,7.79,,,,,,34.3,,52.1,,24.35,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/09/2013,91200,4,,,,,,,,,,,,,,5.8,,84.3,,7.8,,,,,,34.3,,52.2,,24.34,,9.9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/09/2013,91200,5,,,,,,,,,,,,,,5.8,,83.9,,7.8,,,,,,34.4,,52.2,,24.33,,10.5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/10/2013,122700,0.2,,0.6,,1,<,0.002,<,0.002,,0.23,,0.226,,6,,90.1,,7.74,<,0.002,,0.017,,35,,53.1,,25.57,,8.1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/10/2013,122700,2,,,,,,,,,,,,,,5.9,,87.7,,7.74,,,,,,35.2,,53.4,,24.84,,7.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/10/2013,122700,4,,,,,,,,,,,,,,5.9,,86.7,,7.74,,,,,,35.3,,53.4,,24.77,,6.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/10/2013,122700,4.5,,,,,,,,,,,,,,5.9,,86.4,,7.74,,,,,,35.3,,53.5,,24.75,,8.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/11/2013,104200,0.2,,3.6,,0.9,,0.002,<,0.002,,0.32,,0.316,,5.9,,90.2,,7.78,,0.003,,0.024,,33.4,,50.9,,27.33,,7.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/11/2013,104200,2,,,,,,,,,,,,,,5.9,,89,,7.82,,,,,,34.7,,52.6,,26.55,,8.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/11/2013,104200,4,,,,,,,,,,,,,,5.8,,88.1,,7.85,,,,,,35.1,,53.2,,26.42,,10.1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/11/2013,104200,5,,,,,,,,,,,,,,5.8,,87.8,,7.87,,,,,,35.3,,53.5,,26.39,,15.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/12/2013,93800,0.2,,2.2,,1.5,<,0.002,<,0.002,,0.21,,0.206,,5.7,,87.3,,7.9,,0.003,,0.012,,37,,55.7,,26.62,,8.1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/12/2013,93800,2,,,,,,,,,,,,,,5.6,,86.1,,7.9,,,,,,37,,55.7,,26.52,,11.1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/12/2013,93800,3.5,,,,,,,,,,,,,,5.6,,85.1,,7.9,,,,,,37.1,,55.8,,26.42,,21.1
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,24/03/1994,161200,0.2,,,,0.2,,,,,,,,,,6.1,,73.7,,6.9,,,,,,0.246,,0.49,,24.8,,62
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,24/03/1994,161500,0.2,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,24/03/1994,161200,2,,,,,,,,,,,,,,6,,72.3,,6.8,,,,,,0.256,,0.51,,24.7,,69
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/04/1994,84300,0.2,,,,0.9,,,,,,,,,,4.5,,56,,7.5,,,,,,10.7,,18.2,,23.1,,8
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/04/1994,85600,0.2,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/04/1994,84300,2,,,,,,,,,,,,,,4.2,,52.2,,7.52,,,,,,13.1,,21.8,,23,,10
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,17/05/1994,95500,0.2,,,,0.4,,,,,,,,,,6.1,,73.8,,7.86,,,,,,13.6,,22.6,,20.5,,7
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,17/05/1994,95600,0.2,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,17/05/1994,95500,2,,,,,,,,,,,,,,5.3,,66.6,,7.93,,,,,,20.7,,33,,21,,9
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/06/1994,85800,0.2,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/06/1994,90000,0.2,,,,0.45,,,,,,,,,,7.3,,87.3,,7.95,,,,,,22.2,,35.2,,17.5,,10
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/06/1994,90000,2,,,,,,,,,,,,,,7.2,,86.6,,7.94,,,,,,22.7,,35.9,,17.5,,15
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/06/1994,90000,2.5,,,,,,,,,,,,,,7.2,,86,,7.94,,,,,,22.9,,36.2,,17.5,,16
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/07/1994,92200,0.2,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/07/1994,92400,0.2,,,,1,,,,,,,,,,7.6,,91.8,,7.72,,,,,,23.5,,37.1,,17.9,,7
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/07/1994,92400,2,,,,,,,,,,,,,,7.5,,90.7,,7.72,,,,,,23.8,,37.5,,17.9,,9
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,21/07/1994,92400,3,,,,,,,,,,,,,,7.4,,90.2,,7.72,,,,,,23.8,,37.5,,17.9,,11
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,23/08/1994,110400,0.2,,7.5,,0.65,,,,,,,,,,6.9,,89.5,,8.2,,,,,,29.9,,46.1,,19.6,,8
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,23/08/1994,110400,2,,,,,,,,,,,,,,6.7,,86.7,,8.24,,,,,,30.1,,46.3,,19.2,,15
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,23/08/1994,110400,4,,,,,,,,,,,,,,6.7,,86.5,,8.25,,,,,,30.1,,46.4,,19.2,,13
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,20/09/1994,113200,0.2,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,20/09/1994,113600,0.2,,,,0.65,,,,,,,,,,6.4,,89.6,,8.16,,,,,,32.1,,49.1,,22.8,,10
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,20/09/1994,113600,2,,,,,,,,,,,,,,6.4,,89.3,,8.15,,,,,,32.3,,49.3,,22.7,,14
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,18/10/1994,100000,0.2,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,18/10/1994,100200,0.2,,,,0.6,,,,,,,,,,5.6,,81.5,,8.08,,,,,,35.6,,53.9,,24.4,,11
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,18/10/1994,100200,2,,,,,,,,,,,,,,5.4,,79.4,,8.07,,,,,,35.9,,54.2,,24.1,,12
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,18/10/1994,100200,3.5,,,,,,,,,,,,,,5.4,,79.1,,8.08,,,,,,35.9,,54.2,,24.2,,11
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,15/11/1994,103000,0.2,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,15/11/1994,103400,0.2,,,,0.35,,,,,,,,,,4.9,,77,,7.66,,,,,,36.9,,55.6,,28.1,,9
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,15/11/1994,103400,2,,,,,,,,,,,,,,4.8,,75.1,,7.68,,,,,,37,,55.7,,28.1,,13
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,13/12/1994,85700,0.2,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,13/12/1994,85900,0.2,,,,0.4,,,,,,,,,,4.5,,70.2,,7.7,,,,,,38.9,,58.1,,27.1,,13
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,13/12/1994,85900,2,,,,,,,,,,,,,,4.4,,68.7,,7.71,,,,,,39,,58.2,,27.1,,13
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,13/12/1994,85900,4,,,,,,,,,,,,,,4.4,,68.3,,7.73,,,,,,39,,58.2,,27.1,,13
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,19/01/1995,73900,0.2,,19.1,,0.4,,,,,,,,,,4.3,,69.2,,8.04,,,,,,39.8,,59.3,,28.2,,25
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,19/01/1995,73900,2,,,,,,,,,,,,,,4.4,,70.3,,8.04,,,,,,39.8,,59.3,,28.3,,26
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,14/02/1995,104000,0.2,,,,0.1,,,,,,,,,,7,,80.8,,6.67,,,,,,0.279,,0.554,,22.7,,201
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,14/02/1995,104200,0.2,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,14/02/1995,104000,2,,,,,,,,,,,,,,6.9,,80.4,,6.62,,,,,,0.277,,0.55,,22.7,,215
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,14/02/1995,104000,4,,,,,,,,,,,,,,6.8,,79.4,,6.77,,,,,,0.283,,0.562,,22.7,,281
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,14/03/1995,93900,0.2,,,,0.5,,,,,,,,,,4.8,,62.7,,7.13,,,,,,4.68,,8.41,,27.3,,24
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,14/03/1995,94000,0.2,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,14/03/1995,93900,2,,,,,,,,,,,,,,4.1,,53.2,,7.12,,,,,,6.11,,10.8,,27.3,,27
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,14/03/1995,93900,3,,,,,,,,,,,,,,3.9,,51,,7.15,,,,,,6.7,,11.7,,27.3,,30
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,12/04/1995,73000,0.2,,5.9,,0.4,,,,,,,,,,3,,37.8,,7.34,,,,,,12.6,,21.1,,24.1,,24
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,12/04/1995,73000,2,,,,,,,,,,,,,,2.9,,37.1,,7.3,,,,,,12.6,,21.1,,24.1,,24
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,12/04/1995,73000,4,,,,,,,,,,,,,,2.9,,37.3,,7.29,,,,,,12.6,,21,,24,,21
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,16/05/1995,110800,0.2,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,16/05/1995,110900,0.2,,,,0.35,,,,,,,,,,3.8,,51,,7.8,,,,,,25,,39.2,,22.9,,38
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,16/05/1995,110900,2,,,,,,,,,,,,,,3.8,,51.2,,7.79,,,,,,25,,39.2,,22.9,,35
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,16/05/1995,110900,4,,,,,,,,,,,,,,3.8,,50.9,,7.77,,,,,,24.9,,39.1,,23,,46
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,27/06/1995,101600,0.2,,,,1,,,,,,,,,,7.8,,95.2,,7.98,,,,,,25.7,,40.2,,17.6,,12
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,27/06/1995,102100,0.2,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,27/06/1995,101600,2,,,,,,,,,,,,,,7.3,,89.4,,7.95,,,,,,26.1,,40.8,,17.5,,14
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,27/06/1995,101600,3.5,,,,,,,,,,,,,,7.2,,88.5,,7.92,,,,,,26.2,,40.9,,17.5,,9
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,25/07/1995,90100,0.2,,,,0.7,,,,,,,,,,6.9,,84.5,,7.72,,,,,,29.9,,46.1,,16.6,,10
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,25/07/1995,90300,0.2,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,25/07/1995,90100,2,,,,,,,,,,,,,,7,,86.3,,7.76,,,,,,30.2,,46.5,,16.6,,16
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,25/07/1995,90100,3.5,,,,,,,,,,,,,,6.9,,85.6,,7.77,,,,,,30.2,,46.5,,16.6,,17
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,24/08/1995,85800,0.2,,,,0.5,,,,,,,,,,6.3,,84.5,,7.82,,,,,,31.6,,48.4,,21,,10
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,24/08/1995,90500,0.2,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,24/08/1995,85800,2,,,,,,,,,,,,,,6.2,,83.8,,7.82,,,,,,31.7,,48.6,,21,,11
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,24/08/1995,85800,3,,,,,,,,,,,,,,6.2,,84.3,,7.82,,,,,,31.7,,48.5,,21,,16
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,19/09/1995,83900,0.2,,,,0.7,,,,,,,,,,6.2,,89.5,,7.85,,,,,,34.6,,52.5,,23.5,,8
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,19/09/1995,84100,0.2,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,19/09/1995,83900,2,,,,,,,,,,,,,,6.1,,87.9,,7.82,,,,,,34.7,,52.6,,23.3,,9
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,10/10/1995,94100,0.2,,14.6,,0.3,,,,,,,,,,5.4,,76.9,,7.73,,,,,,35.8,,54.1,,23.1,,60
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,10/10/1995,94100,2,,,,,,,,,,,,,,5.4,,77.3,,7.74,,,,,,36,,54.4,,23.1,,60
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,10/10/1995,94100,4,,,,,,,,,,,,,,5.4,,77.9,,7.74,,,,,,36,,54.3,,23.1,,88
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/11/1995,111100,0.2,,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/11/1995,111200,0.2,,,,0.5,,,,,,,,,,6.2,,97.3,,8.19,,,,,,33.8,,51.4,,28.9,,13
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/11/1995,111200,2,,,,,,,,,,,,,,5.8,,90.2,,8.18,,,,,,33.9,,51.6,,28.2,,14
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/11/1995,111200,4,,,,,,,,,,,,,,5.8,,90.5,,8.18,,,,,,33.9,,51.6,,28.2,,18
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,5/12/1995,92200,0.2,,,,0.4,,,,,,,,,,5.2,,75.9,,8.02,,,,,,21.2,,33.8,,28.9,,12
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,5/12/1995,92400,0.2,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,5/12/1995,92200,2,,,,,,,,,,,,,,5.2,,75.4,,8.03,,,,,,21.5,,34.2,,28.8,,13
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,5/12/1995,92200,4,,,,,,,,,,,,,,4.8,,70.2,,8,,,,,,22.9,,36.3,,28.7,,18
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/01/1996,104600,0.2,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/01/1996,104700,0.2,,,,0.15,,,,,,,,,,6.2,,75.6,,6.8,,,,,,0.218,,0.434,,25.7,,81
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/01/1996,104700,2,,,,,,,,,,,,,,6.2,,75.7,,6.68,,,,,,0.218,,0.434,,25.7,,81
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/01/1996,104700,4,,,,,,,,,,,,,,6.2,,75.6,,6.63,,,,,,0.218,,0.434,,25.7,,81
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,9/01/1996,104700,6,,,,,,,,,,,,,,6.2,,75.5,,6.6,,,,,,0.218,,0.434,,25.7,,82
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,13/02/1996,114500,0.2,,,,0.35,,,,,,,,,,5.2,,68.3,,7.9,,,,,,1.87,,3.55,,28.6,,33
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,13/02/1996,114600,0.2,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,13/02/1996,114500,2,,,,,,,,,,,,,,3.7,,49.9,,7.5,,,,,,6.67,,11.7,,29,,17
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,13/02/1996,114500,3,,,,,,,,,,,,,,3.1,,42,,7.41,,,,,,7.11,,12.4,,29,,31
1.37E+12,GREGORY RIVER 9.5km FROM MOUTH,-25.157778,152.501111,12/03/1996,122100,0.2,,14.4,,0.7,,,,,,,,,,6.8,,90.8,,7.7,,,,,,14.5,,23.9,,26,,11
