LOCATION_ID_BSA,LOCATION_NAME,Lat_GDA94,Long_GDA04,SURVEY_DATE,Time_HHMMSS,Depth_m,Data qualifier for Chlorophyll-a (ug/L),Chlorophyll-a (ug/L),Data qualifier for Secchi depth (metres),Secchi depth (metres),Data qualifier for Ammonia as N (mg/L),Ammonia as N (mg/L),Data qualifier for Nitrogen Oxides as N (mg/L),Nitrogen Oxides as N (mg/L),Data qualifier for Total Nitrogen as N (mg/L),Total Nitrogen as N (mg/L),Data qualifier for Organic Nitrogen as N (mg/L),Organic Nitrogen as N (mg/L),Data qualifier for Dissolved Oxygen concentration (mg/L),Dissolved Oxygen concentration (mg/L),Data qualifier for Dissolved Oxygen % saturation (%),Dissolved Oxygen % saturation (%),Data qualifier for pH (Unit),pH (Unit),Data qualifier for Filterable Reactive Phosphorus as P (mg/L),Filterable Reactive Phosphorus as P (mg/L),Data qualifier for Total Phosphorus as P (mg/L),Total Phosphorus as P (mg/L),Data qualifier for Salinity (PSU),Salinity (PSU),Data qualifier for Specific Conductance at 25 deg C (mS/cm),Specific Conductance at 25 deg C (mS/cm),Data qualifier for Temperature (deg C),Temperature (deg C),Data qualifier for Turbidity (NTU),Turbidity (NTU)
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,30/07/1996,91600,0.2,,2.3,,0.85,,0.015,,0.017,<,0.132,<,0.1,,6.5,,81.1,,7.92,,0.003,,0.01,,28.7,,44.4,,17.7,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,30/07/1996,91600,2,,,,,,,,,,,,,,6.6,,82,,7.96,,,,,,29,,44.9,,17.6,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,30/07/1996,91600,4,,,,,,,,,,,,,,6.6,,82.6,,8.01,,,,,,29.7,,45.8,,17.6,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/09/1996,92900,0.2,,2.7,,,,0.016,,0.012,,0.128,,0.1,,,,,,,<,0.002,,0.014,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/09/1996,95100,0.2,,,,1,,,,,,,,,,,,,,7.72,,,,,,,,,,22.5,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/09/1996,95100,2,,,,,,,,,,,,,,,,,,7.73,,,,,,,,,,22.2,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/09/1996,95100,3.5,,,,,,,,,,,,,,,,,,7.73,,,,,,,,,,22.2,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/10/1996,100900,0.2,,2.9,,,,0.026,,0.025,,0.251,,0.2,,,,,,,,0.002,,0.009,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/10/1996,101200,0.2,,,,0.7,,,,,,,,,,6.2,,82.5,,7.67,,,,,,26,,40.7,,22.4,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/10/1996,101200,2,,,,,,,,,,,,,,6.3,,84.2,,7.73,,,,,,26.9,,41.9,,22.2,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/10/1996,101200,4,,,,,,,,,,,,,,6.3,,84.2,,7.76,,,,,,27.2,,42.4,,22.2,,41
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/10/1996,101200,5.5,,,,,,,,,,,,,,6.2,,83.1,,7.77,,,,,,27.2,,42.3,,22.2,,34
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/11/1996,93200,0.2,,2.7,,0.8,,0.012,,0.004,,0.216,,0.2,,5.4,,81.3,,7.87,<,0.002,,0.012,,34.8,,52.7,,25.8,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/11/1996,93200,2,,,,,,,,,,,,,,5.4,,80.7,,7.9,,,,,,34.8,,52.8,,25.8,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/11/1996,93200,4,,,,,,,,,,,,,,5.4,,80.6,,7.91,,,,,,34.8,,52.8,,25.8,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/11/1996,93200,6,,,,,,,,,,,,,,5.3,,79.6,,7.92,,,,,,34.8,,52.7,,25.8,,33
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/01/1997,81100,0.2,,3.5,,,,0.008,<,0.002,<,0.21,,0.2,,,,,,,,0.002,,0.012,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/01/1997,81400,0.2,,,,1.1,,,,,,,,,,5.6,,82.2,,7.84,,,,,,33.3,,50.7,,24.9,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/01/1997,81400,2,,,,,,,,,,,,,,5.6,,81.2,,7.88,,,,,,33.8,,51.5,,24.5,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/01/1997,81400,4,,,,,,,,,,,,,,5.6,,81.1,,7.9,,,,,,34,,51.7,,24.4,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/01/1997,81400,5.5,,,,,,,,,,,,,,5.5,,80.4,,7.94,,,,,,34.1,,51.8,,24.4,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/02/1997,84600,0.2,,6.9,,,,0.007,<,0.002,<,0.309,,0.3,,,,,,,,0.002,,0.012,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/02/1997,84900,0.2,,,,1.4,,,,,,,,,,5.4,,83.8,,7.89,,,,,,33.8,,51.5,,27.9,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/02/1997,84900,2,,,,,,,,,,,,,,5.3,,81.7,,7.88,,,,,,34.3,,52.2,,27.7,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/02/1997,84900,4,,,,,,,,,,,,,,5,,77.3,,7.88,,,,,,35.2,,53.3,,27.3,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/02/1997,84900,5,,,,,,,,,,,,,,5,,76.3,,7.88,,,,,,35.4,,53.5,,27.2,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/03/1997,95700,0.2,,6,,,,0.008,<,0.002,<,0.31,,0.3,,,,,,,<,0.002,,0.029,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/03/1997,95800,0.2,,,,0.55,,,,,,,,,,5.4,,78.2,,7.92,,,,,,32.6,,49.8,,24.4,,22
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/03/1997,95800,2,,,,,,,,,,,,,,5.4,,78,,7.97,,,,,,32.9,,50.2,,24.3,,34
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/03/1997,95800,4,,,,,,,,,,,,,,5.4,,77.4,,7.98,,,,,,33,,50.3,,24.3,,45
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1997,115000,0.2,,6.8,,,,0.009,<,0.002,<,0.211,,0.2,,,,,,,,0.003,,0.016,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1997,115500,0.2,,,,1.3,,,,,,,,,,6.2,,90.3,,7.97,,,,,,32.4,,49.6,,24.6,,3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1997,115500,2,,,,,,,,,,,,,,5.7,,81.3,,7.96,,,,,,33.4,,50.9,,23.5,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1997,115500,3,,,,,,,,,,,,,,5,,71.5,,7.96,,,,,,35.1,,53.2,,23.3,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/05/1997,92000,0.2,,,,1.4,,,,,,,,,,6.3,,86.7,,7.4,,,,,,35.7,,54,,20.95,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/05/1997,94000,0.2,,4.3,,,,0.007,<,0.002,<,0.179,,0.17,,,,,,,<,0.002,,0.011,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/05/1997,92000,2,,,,,,,,,,,,,,6.3,,86.7,,7.41,,,,,,35.7,,54,,20.94,,1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/05/1997,92000,3.5,,,,,,,,,,,,,,6.2,,85,,7.41,,,,,,35.8,,54.1,,20.93,,2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/06/1997,92000,0.2,,3.1,,,,0.005,<,0.002,<,0.037,,0.03,,,,,,,,0.003,,0.009,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/06/1997,92300,0.2,,,,1.6,,,,,,,,,,6.3,,82.7,,8,,,,,,33.5,,51,,18.6,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/06/1997,92300,2,,,,,,,,,,,,,,6.2,,81.1,,8,,,,,,33.5,,51,,18.6,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/06/1997,92300,4,,,,,,,,,,,,,,6.2,,80.4,,7.99,,,,,,33.7,,51.3,,18.6,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/07/1997,101700,0.2,,2.3,,,,0.008,<,0.002,<,0.1,,0.09,,,,,,,,0.002,,0.01,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/07/1997,101900,0.2,,,,1.2,,,,,,,,,,,,,,8.03,,,,,,36.5,,55,,16.6,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/07/1997,101900,2,,,,,,,,,,,,,,,,,,8.03,,,,,,36.5,,55.1,,16.6,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/07/1997,101900,4,,,,,,,,,,,,,,,,,,8.04,,,,,,36.6,,55.2,,16.5,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/08/1997,101500,0.2,,1.9,,,,0.007,<,0.002,<,0.099,,0.09,,,,,,,,0.003,,0.011,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/08/1997,101600,0.2,,,,1.2,,,,,,,,,,6.2,,85.1,,7.97,,,,,,37.5,,56.4,,19.7,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/08/1997,101600,2,,,,,,,,,,,,,,6.3,,85.4,,7.98,,,,,,37.6,,56.5,,19.5,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/08/1997,101600,4,,,,,,,,,,,,,,6.2,,85,,7.98,,,,,,37.6,,56.5,,19.5,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/08/1997,101600,5.5,,,,,,,,,,,,,,6.2,,84.3,,7.97,,,,,,37.6,,56.4,,19.5,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/09/1997,90800,0.2,,1.3,,,,0.004,<,0.002,<,0.076,,0.07,,,,,,,,0.003,,0.013,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/09/1997,91000,0.2,,,,1.1,,,,,,,,,,5.7,,80.3,,7.94,,,,,,38.8,,58.1,,20.8,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/09/1997,91000,2,,,,,,,,,,,,,,5.7,,79.1,,7.94,,,,,,39,,58.3,,20.6,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/09/1997,91000,4,,,,,,,,,,,,,,5.6,,78.6,,7.93,,,,,,39,,58.3,,20.6,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/09/1997,91000,5,,,,,,,,,,,,,,5.6,,78.6,,7.93,,,,,,39,,58.3,,20.6,,19
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/10/1997,91400,0.2,,,,0.8,,,,,,,,,,4.9,,74.7,,7.8,,,,,,39.2,,58.5,,25.7,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/10/1997,92100,0.2,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/10/1997,93000,0.2,,,,,,0.013,,0.008,,0.121,,0.1,,,,,,,,0.005,,0.025,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/10/1997,91400,2,,,,,,,,,,,,,,4.9,,75.5,,7.8,,,,,,39.1,,58.4,,25.7,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/10/1997,91400,4,,,,,,,,,,,,,,4.9,,74.3,,7.81,,,,,,39.3,,58.6,,25.7,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/11/1997,83300,0.2,,,,,,0.025,,0.009,,0.074,,0.04,,,,,,,,0.004,,0.019,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/11/1997,83400,0.2,,,,1.05,,,,,,,,,,5,,77.9,,8.08,,,,,,38.5,,57.6,,27,,3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/11/1997,83500,0.2,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/11/1997,83400,2,,,,,,,,,,,,,,5,,77.7,,8.08,,,,,,38.5,,57.6,,26.8,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/11/1997,83400,4,,,,,,,,,,,,,,5,,77.2,,8.08,,,,,,38.5,,57.7,,26.8,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/11/1997,83400,5.5,,,,,,,,,,,,,,5,,76.9,,8.07,,,,,,38.6,,57.7,,26.8,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/12/1997,90000,0.2,,,,0.75,,0.011,,0.009,,0.08,,0.06,,4.4,,71,,7.7,,0.004,,0.022,,39.8,,59.3,,28.2,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/12/1997,91700,0.2,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/12/1997,90000,2,,,,,,,,,,,,,,4.4,,70.3,,7.7,,,,,,39.8,,59.3,,28.2,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/12/1997,90000,4,,,,,,,,,,,,,,4.4,,69.8,,7.72,,,,,,39.8,,59.3,,28.1,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/12/1997,90000,4.5,,,,,,,,,,,,,,4.4,,70,,7.72,,,,,,39.8,,59.2,,28.2,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/01/1998,111800,0.2,,3.5,,,,0.008,,0.016,,0.104,,0.08,,,,,,,,0.004,,0.018,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/01/1998,111900,0.2,,,,0.6,,,,,,,,,,5,,77.2,,7.81,,,,,,40.1,,59.7,,26.4,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/01/1998,111900,2,,,,,,,,,,,,,,5,,77.1,,7.81,,,,,,40.2,,59.7,,26.4,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/01/1998,111900,4,,,,,,,,,,,,,,4.9,,76.5,,7.8,,,,,,40.1,,59.7,,26.4,,16
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/02/1998,105000,0.2,,3.7,,,,0.017,,0.015,,0.182,,0.15,,,,,,,,0.004,,0.028,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/02/1998,105200,0.2,,,,0.75,,,,,,,,,,4.3,,68.4,,7.82,,,,,,36.2,,54.6,,29.8,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/02/1998,105200,2,,,,,,,,,,,,,,4.2,,68,,7.83,,,,,,36.3,,54.8,,29.8,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/02/1998,105200,4,,,,,,,,,,,,,,4.2,,68,,7.84,,,,,,36.3,,54.7,,29.8,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,8/04/1998,83500,0.2,,3.6,,1.3,,0.01,,0.009,,0.159,,0.14,,5.1,,75,,7.9,,0.003,,0.017,,34.4,,52.2,,24.9,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,8/04/1998,83500,2,,,,,,,,,,,,,,5.1,,75,,7.9,,,,,,34.5,,52.4,,24.8,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,8/04/1998,83500,4,,,,,,,,,,,,,,5.2,,76,,7.9,,,,,,34.6,,52.5,,24.8,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,8/04/1998,83500,5,,,,,,,,,,,,,,5.1,,75,,7.9,,,,,,34.7,,52.6,,24.7,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/05/1998,85000,0.2,,22.2,,,,0.007,<,0.002,<,0.369,,0.36,,,,,,,<,0.002,,0.031,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/05/1998,85200,0.2,,,,1,,,,,,,,,,6.7,,92.8,,7.92,,,,,,28.9,,44.7,,23.7,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/05/1998,85200,2,,,,,,,,,,,,,,6.1,,85.3,,7.88,,,,,,30.2,,46.4,,23.8,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/05/1998,85200,4,,,,,,,,,,,,,,6,,84,,7.88,,,,,,30.5,,46.9,,23.8,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/05/1998,85200,4.5,,,,,,,,,,,,,,5.9,,83.3,,7.88,,,,,,30.7,,47.2,,23.7,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/06/1998,105500,0.2,,4.1,,,,0.006,<,0.002,<,0.168,,0.16,,,,,,,,0.002,,0.013,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/06/1998,105800,0.2,,,,1.1,,,,,,,,,,6.2,,81.1,,7.7,,,,,,30.1,,46.3,,19.6,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/06/1998,105800,2,,,,,,,,,,,,,,6.1,,79.3,,7.69,,,,,,30.1,,46.4,,19.5,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/06/1998,105800,4,,,,,,,,,,,,,,6.5,,84.2,,7.68,,,,,,30.4,,46.8,,19.3,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/07/1998,102100,0.2,,,,1.4,,,,,,,,,,6.3,,83.8,,7.88,,,,,,33.2,,50.6,,19.4,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/07/1998,102300,0.2,,3,,,,0.012,<,0.002,<,0.154,,0.14,,,,,,,<,0.002,,0.011,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/07/1998,102100,2,,,,,,,,,,,,,,6.3,,84.1,,7.89,,,,,,33.3,,50.7,,19.5,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/07/1998,102100,4,,,,,,,,,,,,,,6.3,,83.3,,7.89,,,,,,33.5,,51,,19.5,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/07/1998,102100,4.5,,,,,,,,,,,,,,6.2,,83.1,,7.89,,,,,,33.5,,51,,19.6,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/08/1998,93000,0.2,,1.9,,,,0.022,,0.015,,0.157,,0.12,,,,,,,,0.004,,0.011,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/08/1998,93500,0.2,,,,1.2,,,,,,,,,,6.4,,84.7,,7.84,,,,,,34.8,,52.7,,19.1,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/08/1998,93500,2,,,,,,,,,,,,,,6.4,,84.9,,7.87,,,,,,34.8,,52.8,,19.1,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/08/1998,93500,4,,,,,,,,,,,,,,6.4,,85,,7.89,,,,,,35,,53.1,,19,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/09/1998,94700,0.2,,5.2,,,,0.01,,0.031,,0.131,,0.09,,,,,,,,0.004,,0.013,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/09/1998,94800,0.2,,,,0.5,,,,,,,,,,5.5,,77.4,,7.95,,,,,,36.4,,54.9,,21.5,,18
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/09/1998,94800,2,,,,,,,,,,,,,,5.5,,77.3,,7.93,,,,,,36.4,,54.9,,21.5,,22
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/09/1998,94800,4,,,,,,,,,,,,,,5.5,,77.6,,7.92,,,,,,36.4,,54.9,,21.5,,25
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/10/1998,101400,0.2,,2.3,,,,0.011,,0.009,,0.12,,0.1,,,,,,,,0.003,,0.016,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/10/1998,101500,0.2,,,,0.9,,,,,,,,,,5.9,,88.3,,7.94,,,,,,33.7,,51.2,,26,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/10/1998,101500,2,,,,,,,,,,,,,,5.9,,87.8,,7.96,,,,,,34,,51.7,,25.5,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/10/1998,101500,4,,,,,,,,,,,,,,5.9,,87.1,,7.96,,,,,,34.2,,52,,25.5,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/10/1998,101500,5,,,,,,,,,,,,,,5.9,,87,,7.96,,,,,,34.2,,51.9,,25.5,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/11/1998,103300,0.2,,,,1,,,,,,,,,,6.2,,87.7,,7.95,,,,,,33.7,,51.3,,23.2,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/11/1998,103400,0.2,,1.9,,,,0.005,,0.003,,0.148,,0.14,,,,,,,,0.002,,0.011,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/11/1998,103300,2,,,,,,,,,,,,,,6.2,,86.5,,7.96,,,,,,34,,51.6,,22.5,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/11/1998,103300,4,,,,,,,,,,,,,,6,,85,,7.96,,,,,,34,,51.6,,22.5,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/11/1998,103300,6,,,,,,,,,,,,,,6,,84.9,,7.96,,,,,,34,,51.7,,22.5,,18
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,2/12/1998,83800,0.2,,3.3,,,,0.11,,0.12,,0.58,,0.35,,,,,,,,0.008,,0.04,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,2/12/1998,84000,0.2,,,,0.3,,,,,,,,,,5.6,,71.1,,7.44,,,,,,10.2,,17.3,,24.8,,23
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,2/12/1998,84000,2,,,,,,,,,,,,,,5.5,,73.3,,7.68,,,,,,19,,30.6,,24.7,,17
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,2/12/1998,84000,4,,,,,,,,,,,,,,5.6,,76.2,,7.82,,,,,,21.9,,34.8,,24.9,,17
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,2/12/1998,84000,6,,,,,,,,,,,,,,5.6,,76.8,,7.84,,,,,,22,,35,,24.9,,17
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/01/1999,81400,0.2,,,,0.1,,,,,,,,,,5.3,,64.1,,6.33,,,,,,0.099,,0.198,,24.9,,155
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/01/1999,82500,0.2,,1.1,,,,0.012,,0.13,,1.112,,0.97,,,,,,,,0.018,,0.16,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/01/1999,81400,2,,,,,,,,,,,,,,5.4,,64.9,,6.17,,,,,,0.092,,0.184,,24.7,,152
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/01/1999,81400,4,,,,,,,,,,,,,,5.4,,64.8,,6.08,,,,,,0.093,,0.186,,24.7,,163
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/02/1999,130200,0.2,,,,0.5,,,,,,,,,,,,,,7.56,,,,,,14.5,,23.9,,29.7,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/02/1999,130500,0.2,,11.3,,,,0.006,<,0.002,<,0.318,,0.31,,,,,,,,0.002,,0.023,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/02/1999,130200,2,,,,,,,,,,,,,,,,,,7.4,,,,,,15.4,,25.2,,28.7,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/02/1999,130200,4,,,,,,,,,,,,,,,,,,7.41,,,,,,15.4,,25.2,,28.7,,11
