LOCATION_ID_BSA,LOCATION_NAME,Lat_GDA94,Long_GDA04,SURVEY_DATE,Time_HHMMSS,Depth_m,Data qualifier for Chlorophyll-a (ug/L),Chlorophyll-a (ug/L),Data qualifier for Secchi depth (metres),Secchi depth (metres),Data qualifier for Ammonia as N (mg/L),Ammonia as N (mg/L),Data qualifier for Nitrogen Oxides as N (mg/L),Nitrogen Oxides as N (mg/L),Data qualifier for Total Nitrogen as N (mg/L),Total Nitrogen as N (mg/L),Data qualifier for Organic Nitrogen as N (mg/L),Organic Nitrogen as N (mg/L),Data qualifier for Dissolved Oxygen concentration (mg/L),Dissolved Oxygen concentration (mg/L),Data qualifier for Dissolved Oxygen % saturation (%),Dissolved Oxygen % saturation (%),Data qualifier for pH (Unit),pH (Unit),Data qualifier for Filterable Reactive Phosphorus as P (mg/L),Filterable Reactive Phosphorus as P (mg/L),Data qualifier for Total Phosphorus as P (mg/L),Total Phosphorus as P (mg/L),Data qualifier for Salinity (PSU),Salinity (PSU),Data qualifier for Specific Conductance at 25 deg C (mS/cm),Specific Conductance at 25 deg C (mS/cm),Data qualifier for Temperature (deg C),Temperature (deg C),Data qualifier for Turbidity (NTU),Turbidity (NTU)
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,15/09/1994,123500,6,,,,,,,,,,,,,,7.1,,99.3,,8.44,,,,,,35.4,,53.5,,21.9,,39
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,15/09/1994,123500,8,,,,,,,,,,,,,,7,,98.8,,8.44,,,,,,35.3,,53.5,,21.9,,59
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/10/1994,101800,0.2,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/10/1994,101900,0.2,,,,1.2,,,,,,,,,,6.4,,92.9,,8.16,,,,,,36.7,,55.4,,23.1,,9
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/10/1994,101900,2,,,,,,,,,,,,,,6.4,,92.5,,8.18,,,,,,36.8,,55.4,,23.1,,11
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/10/1994,101900,4,,,,,,,,,,,,,,6.4,,92.2,,8.18,,,,,,36.7,,55.4,,23.1,,9
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/10/1994,101900,6,,,,,,,,,,,,,,6.4,,91.8,,8.18,,,,,,36.8,,55.4,,23.1,,9
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/10/1994,101900,8,,,,,,,,,,,,,,6.3,,90.9,,8.18,,,,,,36.8,,55.4,,23.1,,10
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,17/11/1994,122600,0.2,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,17/11/1994,122800,0.2,,,,1.05,,,,,,,,,,6.1,,94.3,,8.11,,,,,,36.6,,55.2,,27.3,,7
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,17/11/1994,122800,2,,,,,,,,,,,,,,6.3,,97.5,,8.11,,,,,,36.9,,55.5,,27.2,,10
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,17/11/1994,122800,4,,,,,,,,,,,,,,6.2,,96.5,,8.12,,,,,,36.8,,55.5,,27.2,,8
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,17/11/1994,122800,6,,,,,,,,,,,,,,6.2,,95.7,,8.12,,,,,,36.9,,55.5,,27.2,,8
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,17/11/1994,122800,8,,,,,,,,,,,,,,6.2,,95.2,,8.13,,,,,,36.9,,55.6,,27.1,,8
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/12/1994,91900,0.2,,,,1.3,,,,,,,,,,6.1,,92.2,,8.28,,,,,,37.4,,56.2,,25.8,,3
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/12/1994,92800,0.2,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/12/1994,91900,2,,,,,,,,,,,,,,6,,91.3,,8.29,,,,,,37.4,,56.3,,25.8,,3
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/12/1994,91900,4,,,,,,,,,,,,,,6.1,,91.9,,8.3,,,,,,37.6,,56.4,,25.8,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/12/1994,91900,6,,,,,,,,,,,,,,6,,91.6,,8.31,,,,,,37.6,,56.5,,25.8,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/12/1994,91900,8,,,,,,,,,,,,,,6,,91.8,,8.32,,,,,,37.7,,56.6,,25.7,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/01/1995,122500,0.2,,,,1.3,,,,,,,,,,5.9,,92.2,,8.45,,,,,,38.3,,57.3,,27.8,,10
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/01/1995,122600,0.2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/01/1995,122500,2,,,,,,,,,,,,,,5.8,,91.8,,8.45,,,,,,38.2,,57.3,,27.8,,10
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/01/1995,122500,4,,,,,,,,,,,,,,5.8,,91.8,,8.45,,,,,,38.2,,57.3,,27.8,,11
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/01/1995,122500,6,,,,,,,,,,,,,,5.8,,91.6,,8.45,,,,,,38.2,,57.3,,27.8,,12
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/01/1995,122500,8,,,,,,,,,,,,,,5.8,,91.3,,8.45,,,,,,38.2,,57.3,,27.8,,12
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/02/1995,100800,0.2,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/02/1995,101000,0.2,,,,0.3,,,,,,,,,,5.7,,80.8,,8.05,,,,,,29.1,,45,,24.5,,31
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/02/1995,101000,2,,,,,,,,,,,,,,5.8,,81.6,,8.06,,,,,,29.5,,45.5,,24.5,,28
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/02/1995,101000,4,,,,,,,,,,,,,,5.8,,83.2,,8.08,,,,,,31,,47.6,,24.6,,27
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/02/1995,101000,6,,,,,,,,,,,,,,5.8,,84.4,,8.1,,,,,,32.3,,49.4,,24.7,,23
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/02/1995,101000,8,,,,,,,,,,,,,,5.9,,85.6,,8.12,,,,,,33.2,,50.6,,24.7,,21
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/03/1995,114700,0.2,,,,0.85,,,,,,,,,,6.2,,92.4,,8.2,,,,,,33.9,,51.6,,25.9,,11
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/03/1995,115000,0.2,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/03/1995,114700,2,,,,,,,,,,,,,,6.3,,93.8,,8.2,,,,,,34.1,,51.9,,25.8,,15
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/03/1995,114700,4,,,,,,,,,,,,,,6.3,,93.8,,8.2,,,,,,34.1,,51.9,,25.8,,15
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/03/1995,114700,6,,,,,,,,,,,,,,6.4,,95.3,,8.2,,,,,,34.1,,51.9,,25.8,,21
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/03/1995,114700,8,,,,,,,,,,,,,,6.3,,93.9,,8.2,,,,,,34.2,,52,,25.8,,16
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/04/1995,130100,0.2,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/04/1995,130200,0.2,,,,2,,,,,,,,,,6.1,,93.2,,8.6,,,,,,34.9,,52.9,,26.6,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/04/1995,130200,2,,,,,,,,,,,,,,6.2,,93.9,,8.6,,,,,,35,,53.1,,26.6,,3
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/04/1995,130200,4,,,,,,,,,,,,,,6.2,,94.5,,8.6,,,,,,35.1,,53.1,,26.5,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/04/1995,130200,6,,,,,,,,,,,,,,6.1,,93.2,,8.6,,,,,,35.2,,53.3,,26.6,,3
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/04/1995,130200,8,,,,,,,,,,,,,,6.1,,92.6,,8.6,,,,,,35.2,,53.3,,26.6,,3
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,11/05/1995,92000,0.2,,,,1.4,,,,,,,,,,6.7,,91.6,,8.11,,,,,,34.4,,52.3,,21.1,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,11/05/1995,92200,0.2,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,11/05/1995,92000,2,,,,,,,,,,,,,,6.7,,92.3,,8.09,,,,,,34.8,,52.8,,21.1,,7
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,11/05/1995,92000,4,,,,,,,,,,,,,,6.8,,93.1,,8.08,,,,,,34,,51.6,,21.1,,6
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,11/05/1995,92000,6,,,,,,,,,,,,,,6.8,,93.5,,8.09,,,,,,34,,51.7,,21.1,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,11/05/1995,92000,8,,,,,,,,,,,,,,6.6,,91.3,,8.09,,,,,,34.2,,52,,21.1,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,31/05/1995,114000,0.2,,,,1.6,,,,,,,,,,6.8,,94,,8.46,,,,,,36.2,,54.7,,20.7,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,31/05/1995,114300,0.2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,31/05/1995,114000,2,,,,,,,,,,,,,,6.9,,95.2,,8.45,,,,,,36.2,,54.6,,20.7,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,31/05/1995,114000,4,,,,,,,,,,,,,,7,,96.3,,8.43,,,,,,36.2,,54.6,,20.7,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,31/05/1995,114000,6,,,,,,,,,,,,,,7,,96.8,,8.43,,,,,,36.2,,54.6,,20.7,,3
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,31/05/1995,114000,8,,,,,,,,,,,,,,7,,96.1,,8.43,,,,,,36.2,,54.7,,20.7,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,31/05/1995,114000,9.5,,,,,,,,,,,,,,6.9,,95.7,,8.43,,,,,,36.4,,54.9,,20.6,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/07/1995,122700,0.2,,1.6,,1.4,,,,,,,,,,7.1,,93.6,,8.39,,,,,,35.7,,53.9,,18.4,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/07/1995,122700,2,,,,,,,,,,,,,,7.1,,93.3,,8.39,,,,,,35.6,,53.9,,18.4,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/07/1995,122700,4,,,,,,,,,,,,,,7.1,,94.1,,8.38,,,,,,35.6,,53.8,,18.4,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/07/1995,122700,6,,,,,,,,,,,,,,7.1,,93.2,,8.37,,,,,,35.5,,53.7,,18.4,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/07/1995,122700,8,,,,,,,,,,,,,,7.1,,93,,8.37,,,,,,35.5,,53.8,,18.4,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,13/07/1995,122700,9,,,,,,,,,,,,,,7.1,,93.1,,8.37,,,,,,35.6,,53.8,,18.4,,8
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,8/08/1995,100600,0.2,,1.2,,1.4,,,,,,,,,,6.9,,86.4,,8.33,,,,,,36.2,,54.6,,15.9,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,8/08/1995,100600,2,,,,,,,,,,,,,,6.9,,86.8,,8.3,,,,,,36.3,,54.7,,15.9,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,8/08/1995,100600,4,,,,,,,,,,,,,,6.9,,86.9,,8.29,,,,,,36.3,,54.8,,15.9,,6
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,8/08/1995,100600,6,,,,,,,,,,,,,,6.9,,87.2,,8.29,,,,,,36.3,,54.8,,15.9,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,8/08/1995,100600,8,,,,,,,,,,,,,,6.9,,87,,8.29,,,,,,36.4,,54.9,,15.9,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/09/1995,104000,0.2,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/09/1995,104400,0.2,,,,1.8,,,,,,,,,,7,,97.3,,8.18,,,,,,36.3,,54.8,,21.3,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/09/1995,104400,2,,,,,,,,,,,,,,6.9,,96.6,,8.19,,,,,,36.5,,55,,21.2,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/09/1995,104400,4,,,,,,,,,,,,,,7,,97.3,,8.19,,,,,,36.5,,55,,21.2,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/09/1995,104400,6,,,,,,,,,,,,,,7.1,,98.5,,8.19,,,,,,36.5,,55,,21.2,,7
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,14/09/1995,104400,8,,,,,,,,,,,,,,7.2,,100.5,,8.19,,,,,,36.5,,55,,21.2,,6
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,10/10/1995,103400,0.2,,1.5,,2,,,,,,,,,,6,,85.5,,8.39,,,,,,36.1,,54.5,,22.2,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,10/10/1995,103400,2,,,,,,,,,,,,,,6.3,,88.4,,8.39,,,,,,36.2,,54.7,,22.1,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,10/10/1995,103400,4,,,,,,,,,,,,,,6.4,,90.3,,8.41,,,,,,36.4,,54.9,,22,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,10/10/1995,103400,6,,,,,,,,,,,,,,6.3,,89.3,,8.41,,,,,,36.4,,54.9,,22,,5
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,10/10/1995,103400,8,,,,,,,,,,,,,,6.3,,88.9,,8.41,,,,,,36.5,,55.1,,21.9,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/11/1995,121200,0.2,,,,1.2,,,,,,,,,,6.6,,100.3,,8.2,,,,,,36.9,,55.5,,26.5,,1
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/11/1995,121300,0.2,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/11/1995,121200,2,,,,,,,,,,,,,,6.5,,100,,8.19,,,,,,36.9,,55.5,,26.4,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/11/1995,121200,4,,,,,,,,,,,,,,6.4,,98.1,,8.18,,,,,,36.9,,55.5,,26.4,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/11/1995,121200,6,,,,,,,,,,,,,,6.3,,95,,8.18,,,,,,37.1,,55.8,,26,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/11/1995,121200,8,,,,,,,,,,,,,,6.2,,93.9,,8.2,,,,,,37.5,,56.4,,25.9,,6
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/11/1995,121200,9,,,,,,,,,,,,,,6.1,,93.2,,8.19,,,,,,37.5,,56.4,,25.9,,8
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,7/12/1995,105000,0.2,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,7/12/1995,105100,0.2,,,,0.4,,,,,,,,,,5.8,,89.3,,8.28,,,,,,34,,51.7,,27.4,,20
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,7/12/1995,105100,2,,,,,,,,,,,,,,5.8,,88.4,,8.29,,,,,,34.4,,52.3,,27.2,,27
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,7/12/1995,105100,4,,,,,,,,,,,,,,5.8,,88.5,,8.29,,,,,,34.8,,52.8,,27.1,,28
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,7/12/1995,105100,6,,,,,,,,,,,,,,5.8,,88.3,,8.3,,,,,,35,,53,,27.1,,39
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,7/12/1995,105100,8,,,,,,,,,,,,,,5.8,,88.5,,8.3,,,,,,35,,53.1,,27.1,,37
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,7/12/1995,105100,9,,,,,,,,,,,,,,5.7,,87.7,,8.3,,,,,,35.1,,53.2,,27.1,,47
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/01/1996,134000,0.2,,,,0.35,,,,,,,,,,6,,79.9,,7.5,,,,,,7.41,,12.9,,28.2,,38
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/01/1996,134200,0.2,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/01/1996,134000,2,,,,,,,,,,,,,,5.9,,79.1,,7.51,,,,,,8.71,,15,,27.8,,38
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/01/1996,134000,4,,,,,,,,,,,,,,5.8,,80.1,,7.66,,,,,,17.4,,28.2,,27.4,,41
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/01/1996,134000,6,,,,,,,,,,,,,,5.6,,82.9,,7.9,,,,,,28.9,,44.7,,27.1,,42
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/01/1996,134000,7.5,,,,,,,,,,,,,,5.5,,81.6,,8,,,,,,29.4,,45.4,,27,,56
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,6/02/1996,101600,0.2,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,6/02/1996,101700,0.2,,,,0.8,,,,,,,,,,6.1,,92.1,,8.24,,,,,,23.5,,37,,30.1,,7
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,6/02/1996,101700,10,,,,,,,,,,,,,,5.6,,88.3,,8.31,,,,,,34.4,,52.3,,29.2,,30
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,6/02/1996,101700,2,,,,,,,,,,,,,,5.8,,89.6,,8.29,,,,,,31.9,,48.9,,29,,10
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,6/02/1996,101700,4,,,,,,,,,,,,,,5.6,,88.7,,8.3,,,,,,34,,51.7,,29.1,,11
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,6/02/1996,101700,6,,,,,,,,,,,,,,5.6,,88.7,,8.31,,,,,,34.4,,52.2,,29.1,,16
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,6/02/1996,101700,8,,,,,,,,,,,,,,5.6,,88.3,,8.31,,,,,,34.4,,52.3,,29.2,,24
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/03/1996,93700,0.2,,,,0.7,,,,,,,,,,6.2,,93.1,,8.28,,,,,,35.7,,54,,25.5,,6
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/03/1996,93800,0.2,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/03/1996,93700,2,,,,,,,,,,,,,,6.3,,93.6,,8.28,,,,,,35.9,,54.2,,25.5,,6
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/03/1996,93700,4,,,,,,,,,,,,,,6.2,,93.4,,8.28,,,,,,36,,54.3,,25.4,,6
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/03/1996,93700,6,,,,,,,,,,,,,,6.2,,93.1,,8.28,,,,,,36.2,,54.6,,25.3,,6
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/03/1996,93700,8,,,,,,,,,,,,,,6.2,,93.1,,8.28,,,,,,36.2,,54.6,,25.3,,7
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,5/03/1996,93700,9.5,,,,,,,,,,,,,,6.3,,93.4,,8.27,,,,,,36.1,,54.6,,25.3,,7
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/04/1996,110600,0.2,,,,1,,,,,,,,,,6.2,,92.8,,7.87,,,,,,37.5,,56.4,,24.98,,8
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/04/1996,111200,0.2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/04/1996,110600,2,,,,,,,,,,,,,,6.1,,91.8,,7.87,,,,,,37.5,,56.4,,24.94,,8
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/04/1996,110600,4,,,,,,,,,,,,,,6.2,,92.6,,7.87,,,,,,37.6,,56.5,,24.94,,10
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/04/1996,110600,6,,,,,,,,,,,,,,6.2,,92.8,,7.87,,,,,,37.5,,56.4,,24.93,,11
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,19/04/1996,110600,8,,,,,,,,,,,,,,6.1,,91.4,,7.87,,,,,,37.6,,56.5,,24.93,,14
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/05/1996,124800,0.2,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/05/1996,124900,0.2,,,,0.45,,,,,,,,,,5.8,,78.6,,7.99,,,,,,26.4,,41.2,,22.9,,28
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/05/1996,124900,2,,,,,,,,,,,,,,5.8,,78.7,,8.01,,,,,,26.8,,41.8,,22.9,,32
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/05/1996,124900,4,,,,,,,,,,,,,,5.8,,79,,8.03,,,,,,27.6,,42.9,,22.9,,34
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,16/05/1996,124900,6,,,,,,,,,,,,,,5.7,,78,,8.04,,,,,,28.3,,43.8,,22.8,,43
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/06/1996,111800,0.2,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/06/1996,112000,0.2,,,,1.6,,,,,,,,,,7.7,,102.1,,8.25,,,,,,32.4,,49.6,,20.1,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/06/1996,112000,2,,,,,,,,,,,,,,7.5,,100.2,,8.24,,,,,,33.3,,50.7,,19.8,,2
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/06/1996,112000,4,,,,,,,,,,,,,,7.5,,99.8,,8.33,,,,,,33.9,,51.6,,19.5,,3
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/06/1996,112000,6,,,,,,,,,,,,,,7.4,,98.8,,8.34,,,,,,34.2,,52,,19.5,,4
1.36E+12,BURNETT RIVER 4.8km FROM MOUTH,-24.77166667,152.3802778,18/06/1996,112000,8,,,,,,,,,,,,,,7.3,,97.3,,8.35,,,,,,34.7,,52.7,,19.4,,3
